id_imagem,arquivo_imagem,id_celula,classe_bethesda,rotulo_binario,alvo,nucleo_x,nucleo_y,caminho_imagem,caminho_recorte,particao,fold,prob_anormal,alvo_predito,predicao,acerto
31,88e5e1814b1a2c4d30e28f8b98ba157c.png,10442,Negative for intraepithelial lesion,normal,0,260,40,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_031_88e5e1814b1a2c4d30e28f8b98ba157c.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img031_cell10442_normal.png,teste,2,0.02517884,0,normal,1
303,7c38ddce962298663b96ec38a7561b56.png,2842,Negative for intraepithelial lesion,normal,0,335,406,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_303_7c38ddce962298663b96ec38a7561b56.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img303_cell2842_normal.png,treino,2,0.03355782,0,normal,1
20,edc748c10f4cd73535452d54b0d7a1a6.png,10990,Negative for intraepithelial lesion,normal,0,312,915,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_020_edc748c10f4cd73535452d54b0d7a1a6.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img020_cell10990_normal.png,validacao,2,0.5519247,1,anormal,0
138,c0d57801655afd0ab48ad3f1e4b43603.png,6387,Negative for intraepithelial lesion,normal,0,66,325,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_138_c0d57801655afd0ab48ad3f1e4b43603.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img138_cell6387_normal.png,teste,2,0.016029146,0,normal,1
117,21b6561df430853f3831fd83389c109f.png,7185,Negative for intraepithelial lesion,normal,0,814,878,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_117_21b6561df430853f3831fd83389c109f.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img117_cell7185_normal.png,teste,2,0.028194217,0,normal,1
120,79bd0d0b44949450452bd745fd795a9a.png,7128,Negative for intraepithelial lesion,normal,0,954,640,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_120_79bd0d0b44949450452bd745fd795a9a.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img120_cell7128_normal.png,treino,2,0.033589505,0,normal,1
361,8fd47c55033c1488a851a6660cc24f3a.png,1471,Negative for intraepithelial lesion,normal,0,472,759,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_361_8fd47c55033c1488a851a6660cc24f3a.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img361_cell1471_normal.png,treino,2,0.23537192,0,normal,1
372,67f61d22243d7d51469eee3071e688cb.png,1129,Negative for intraepithelial lesion,normal,0,561,783,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_372_67f61d22243d7d51469eee3071e688cb.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img372_cell1129_normal.png,treino,2,0.1929192,0,normal,1
37,9e3b55d7afdc1573cc15b347d053ec07.png,10229,Negative for intraepithelial lesion,normal,0,1112,209,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_037_9e3b55d7afdc1573cc15b347d053ec07.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img037_cell10229_normal.png,treino,2,0.15393034,0,normal,1
349,0c2a10baed0650fa1f7bb87e5d83a545.png,1749,Negative for intraepithelial lesion,normal,0,1204,487,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_349_0c2a10baed0650fa1f7bb87e5d83a545.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img349_cell1749_normal.png,treino,2,0.6854759,1,anormal,0
117,21b6561df430853f3831fd83389c109f.png,7173,Negative for intraepithelial lesion,normal,0,347,796,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_117_21b6561df430853f3831fd83389c109f.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img117_cell7173_normal.png,teste,2,0.051749542,0,normal,1
121,84c4b1e0a44ff6f6ce78e04f751518ed.png,7046,Negative for intraepithelial lesion,normal,0,607,865,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_121_84c4b1e0a44ff6f6ce78e04f751518ed.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img121_cell7046_normal.png,treino,2,0.01335085,0,normal,1
18,3659bf68aeea760b319cd0710e3651fb.png,11003,Negative for intraepithelial lesion,normal,0,332,409,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_018_3659bf68aeea760b319cd0710e3651fb.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img018_cell11003_normal.png,treino,2,0.1431877,0,normal,1
28,c5a3e789e449a8123509be5fd671b6b2.png,10608,Negative for intraepithelial lesion,normal,0,104,214,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_028_c5a3e789e449a8123509be5fd671b6b2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img028_cell10608_normal.png,treino,2,0.02774289,0,normal,1
389,bef90ce102d8ea3841e78ed81d2d03ea.png,710,Negative for intraepithelial lesion,normal,0,550,984,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_389_bef90ce102d8ea3841e78ed81d2d03ea.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img389_cell0710_normal.png,validacao,2,0.96792966,1,anormal,0
138,c0d57801655afd0ab48ad3f1e4b43603.png,6412,Negative for intraepithelial lesion,normal,0,832,776,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_138_c0d57801655afd0ab48ad3f1e4b43603.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img138_cell6412_normal.png,teste,2,0.025834186,0,normal,1
31,88e5e1814b1a2c4d30e28f8b98ba157c.png,10511,Negative for intraepithelial lesion,normal,0,716,171,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_031_88e5e1814b1a2c4d30e28f8b98ba157c.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img031_cell10511_normal.png,teste,2,0.4287266,0,normal,1
31,88e5e1814b1a2c4d30e28f8b98ba157c.png,10487,Negative for intraepithelial lesion,normal,0,948,720,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_031_88e5e1814b1a2c4d30e28f8b98ba157c.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img031_cell10487_normal.png,teste,2,0.47193807,0,normal,1
121,84c4b1e0a44ff6f6ce78e04f751518ed.png,7029,Negative for intraepithelial lesion,normal,0,367,168,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_121_84c4b1e0a44ff6f6ce78e04f751518ed.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img121_cell7029_normal.png,treino,2,0.13195427,0,normal,1
335,239fed60a9c2ffa1abce3e958b69f317.png,2236,Negative for intraepithelial lesion,normal,0,562,80,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_335_239fed60a9c2ffa1abce3e958b69f317.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img335_cell2236_normal.png,treino,2,0.05770532,0,normal,1
87,aab4785d3320a7fd40e5ec45caf36b72.png,7973,Negative for intraepithelial lesion,normal,0,549,824,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_087_aab4785d3320a7fd40e5ec45caf36b72.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img087_cell7973_normal.png,treino,2,0.13352816,0,normal,1
107,2fcce94875a4487c35970f75ad569640.png,7506,Negative for intraepithelial lesion,normal,0,655,854,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_107_2fcce94875a4487c35970f75ad569640.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img107_cell7506_normal.png,treino,2,0.0125279315,0,normal,1
349,0c2a10baed0650fa1f7bb87e5d83a545.png,1751,Negative for intraepithelial lesion,normal,0,855,899,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_349_0c2a10baed0650fa1f7bb87e5d83a545.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img349_cell1751_normal.png,treino,2,0.040464837,0,normal,1
301,272c49a7303c02c8c000fe0bc3a6dbbe.png,2873,Negative for intraepithelial lesion,normal,0,632,509,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_301_272c49a7303c02c8c000fe0bc3a6dbbe.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img301_cell2873_normal.png,treino,2,0.12226098,0,normal,1
264,094367d4b4e508075c004d2e2f08c7ef.png,3657,Negative for intraepithelial lesion,normal,0,448,725,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_264_094367d4b4e508075c004d2e2f08c7ef.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img264_cell3657_normal.png,treino,2,0.9258357,1,anormal,0
162,5633910bdb41ea5626f7b60a8ef80af0.png,5658,Negative for intraepithelial lesion,normal,0,515,405,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_162_5633910bdb41ea5626f7b60a8ef80af0.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img162_cell5658_normal.png,treino,2,0.0570714,0,normal,1
389,bef90ce102d8ea3841e78ed81d2d03ea.png,682,Negative for intraepithelial lesion,normal,0,1248,94,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_389_bef90ce102d8ea3841e78ed81d2d03ea.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img389_cell0682_normal.png,validacao,2,0.11843607,0,normal,1
137,bcebe0cdee9c892e34e20a5bf3e96a20.png,6497,Negative for intraepithelial lesion,normal,0,669,329,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_137_bcebe0cdee9c892e34e20a5bf3e96a20.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img137_cell6497_normal.png,treino,2,0.023153413,0,normal,1
225,fcc9c7e2fc1a0f4d30fa745308d15194.png,4665,Negative for intraepithelial lesion,normal,0,1029,428,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_225_fcc9c7e2fc1a0f4d30fa745308d15194.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img225_cell4665_normal.png,treino,2,0.040807478,0,normal,1
28,c5a3e789e449a8123509be5fd671b6b2.png,10646,Negative for intraepithelial lesion,normal,0,356,288,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_028_c5a3e789e449a8123509be5fd671b6b2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img028_cell10646_normal.png,treino,2,0.13568954,0,normal,1
264,094367d4b4e508075c004d2e2f08c7ef.png,3662,Negative for intraepithelial lesion,normal,0,180,1006,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_264_094367d4b4e508075c004d2e2f08c7ef.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img264_cell3662_normal.png,treino,2,0.30777398,0,normal,1
281,477a31e5481902c6624a3d0407be13bf.png,3185,Negative for intraepithelial lesion,normal,0,1085,919,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_281_477a31e5481902c6624a3d0407be13bf.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img281_cell3185_normal.png,teste,2,0.10729708,0,normal,1
220,5b3e7408f7ab2a8bce36cfda5a1e121b.png,4775,Negative for intraepithelial lesion,normal,0,692,680,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_220_5b3e7408f7ab2a8bce36cfda5a1e121b.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img220_cell4775_normal.png,treino,2,0.17349815,0,normal,1
239,f5cad8f1a038b616cb2ce4ca46183262.png,4249,Negative for intraepithelial lesion,normal,0,490,510,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_239_f5cad8f1a038b616cb2ce4ca46183262.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\normal\img239_cell4249_normal.png,treino,2,0.069921836,0,normal,1
389,bef90ce102d8ea3841e78ed81d2d03ea.png,662,ASC-H,anormal,1,724,483,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_389_bef90ce102d8ea3841e78ed81d2d03ea.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img389_cell0662_anormal.png,validacao,2,0.9903476,1,anormal,1
71,c02c490c04b16068d3d7b0fad37c12e6.png,8661,HSIL,anormal,1,1125,411,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_071_c02c490c04b16068d3d7b0fad37c12e6.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img071_cell8661_anormal.png,teste,2,0.985663,1,anormal,1
348,eb88a78cefd39ef4f57be86f7d6c55b6.png,1776,LSIL,anormal,1,469,575,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_348_eb88a78cefd39ef4f57be86f7d6c55b6.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img348_cell1776_anormal.png,treino,2,0.97029626,1,anormal,1
82,dd61f345bc7cdcbf3bb86d58eb0992b4.png,8192,ASC-H,anormal,1,221,668,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_082_dd61f345bc7cdcbf3bb86d58eb0992b4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img082_cell8192_anormal.png,treino,2,0.86293024,1,anormal,1
88,6335a5572eb69c87a905e2086964b929.png,7939,HSIL,anormal,1,590,745,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_088_6335a5572eb69c87a905e2086964b929.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img088_cell7939_anormal.png,treino,2,0.98096734,1,anormal,1
348,eb88a78cefd39ef4f57be86f7d6c55b6.png,1800,LSIL,anormal,1,769,681,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_348_eb88a78cefd39ef4f57be86f7d6c55b6.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img348_cell1800_anormal.png,treino,2,0.8123469,1,anormal,1
394,f1662645f23a20ea9806ca8c6d655fba.png,473,HSIL,anormal,1,563,692,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_394_f1662645f23a20ea9806ca8c6d655fba.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img394_cell0473_anormal.png,treino,2,0.9884919,1,anormal,1
87,aab4785d3320a7fd40e5ec45caf36b72.png,7957,HSIL,anormal,1,440,409,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_087_aab4785d3320a7fd40e5ec45caf36b72.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img087_cell7957_anormal.png,treino,2,0.91359943,1,anormal,1
375,78d680144e599148615a263fb6048f66.png,1063,ASC-US,anormal,1,193,742,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_375_78d680144e599148615a263fb6048f66.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img375_cell1063_anormal.png,teste,2,0.7957375,1,anormal,1
71,c02c490c04b16068d3d7b0fad37c12e6.png,8739,HSIL,anormal,1,423,105,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_071_c02c490c04b16068d3d7b0fad37c12e6.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img071_cell8739_anormal.png,teste,2,0.9849997,1,anormal,1
58,c7d215de538362b06b7ae3a0d70eb0e4.png,9523,ASC-H,anormal,1,470,392,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_058_c7d215de538362b06b7ae3a0d70eb0e4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img058_cell9523_anormal.png,validacao,2,0.97702265,1,anormal,1
78,408929e7f250196167bf4418c08fd999.png,8252,HSIL,anormal,1,920,400,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_078_408929e7f250196167bf4418c08fd999.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img078_cell8252_anormal.png,validacao,2,0.99053264,1,anormal,1
389,bef90ce102d8ea3841e78ed81d2d03ea.png,653,ASC-H,anormal,1,698,441,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_389_bef90ce102d8ea3841e78ed81d2d03ea.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img389_cell0653_anormal.png,validacao,2,0.9876639,1,anormal,1
71,c02c490c04b16068d3d7b0fad37c12e6.png,8730,HSIL,anormal,1,452,770,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_071_c02c490c04b16068d3d7b0fad37c12e6.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img071_cell8730_anormal.png,teste,2,0.98942953,1,anormal,1
323,502a16718f0316c85196c0e491f37fd3.png,2432,LSIL,anormal,1,219,545,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_323_502a16718f0316c85196c0e491f37fd3.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img323_cell2432_anormal.png,treino,2,0.94197524,1,anormal,1
389,bef90ce102d8ea3841e78ed81d2d03ea.png,668,ASC-H,anormal,1,589,504,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_389_bef90ce102d8ea3841e78ed81d2d03ea.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img389_cell0668_anormal.png,validacao,2,0.98722816,1,anormal,1
78,408929e7f250196167bf4418c08fd999.png,8256,HSIL,anormal,1,936,473,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_078_408929e7f250196167bf4418c08fd999.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img078_cell8256_anormal.png,validacao,2,0.99097973,1,anormal,1
71,c02c490c04b16068d3d7b0fad37c12e6.png,8693,HSIL,anormal,1,527,806,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_071_c02c490c04b16068d3d7b0fad37c12e6.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img071_cell8693_anormal.png,teste,2,0.984767,1,anormal,1
71,c02c490c04b16068d3d7b0fad37c12e6.png,8657,HSIL,anormal,1,1247,273,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_071_c02c490c04b16068d3d7b0fad37c12e6.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img071_cell8657_anormal.png,teste,2,0.9742149,1,anormal,1
65,e4910c7beb3eab919a7e93d4bcc04241.png,9115,ASC-H,anormal,1,528,832,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_065_e4910c7beb3eab919a7e93d4bcc04241.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img065_cell9115_anormal.png,treino,2,0.988514,1,anormal,1
58,c7d215de538362b06b7ae3a0d70eb0e4.png,9538,ASC-H,anormal,1,584,544,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_058_c7d215de538362b06b7ae3a0d70eb0e4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img058_cell9538_anormal.png,validacao,2,0.98481095,1,anormal,1
89,4bdf1fe55c86e3fd82c022a744de5958.png,7908,HSIL,anormal,1,1269,813,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_089_4bdf1fe55c86e3fd82c022a744de5958.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img089_cell7908_anormal.png,treino,2,0.9601375,1,anormal,1
219,a478295afdbbbc6ca8d08b3a435a4528.png,4786,ASC-US,anormal,1,515,584,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_219_a478295afdbbbc6ca8d08b3a435a4528.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img219_cell4786_anormal.png,treino,2,0.9717254,1,anormal,1
348,eb88a78cefd39ef4f57be86f7d6c55b6.png,1778,LSIL,anormal,1,399,724,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_348_eb88a78cefd39ef4f57be86f7d6c55b6.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img348_cell1778_anormal.png,treino,2,0.93546456,1,anormal,1
381,f503e5ca8eb5564129dcf3b1b78d8f6f.png,976,ASC-US,anormal,1,439,520,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_381_f503e5ca8eb5564129dcf3b1b78d8f6f.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img381_cell0976_anormal.png,teste,2,0.9845903,1,anormal,1
58,c7d215de538362b06b7ae3a0d70eb0e4.png,9535,ASC-H,anormal,1,650,507,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_058_c7d215de538362b06b7ae3a0d70eb0e4.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img058_cell9535_anormal.png,validacao,2,0.9783226,1,anormal,1
348,eb88a78cefd39ef4f57be86f7d6c55b6.png,1784,LSIL,anormal,1,790,990,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\cric_cervix\images\cric_image_348_eb88a78cefd39ef4f57be86f7d6c55b6.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa\Pesquisa - Karielly\outputs_binary\crops\anormal\img348_cell1784_anormal.png,treino,2,0.80494314,1,anormal,1
