id_imagem,arquivo_imagem,id_celula,classe_bethesda,rotulo_binario,alvo,nucleo_x,nucleo_y,caminho_imagem,caminho_recorte
344,dbb1bf3a7bced124e9f9012a950eb06b.png,1854,ASC-US,anormal,1,634,183,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_344_dbb1bf3a7bced124e9f9012a950eb06b.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img344_cell1854_anormal.png
344,dbb1bf3a7bced124e9f9012a950eb06b.png,1855,ASC-US,anormal,1,664,222,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_344_dbb1bf3a7bced124e9f9012a950eb06b.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img344_cell1855_anormal.png
344,dbb1bf3a7bced124e9f9012a950eb06b.png,1856,ASC-US,anormal,1,413,505,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_344_dbb1bf3a7bced124e9f9012a950eb06b.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img344_cell1856_anormal.png
344,dbb1bf3a7bced124e9f9012a950eb06b.png,1857,ASC-US,anormal,1,714,414,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_344_dbb1bf3a7bced124e9f9012a950eb06b.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img344_cell1857_anormal.png
344,dbb1bf3a7bced124e9f9012a950eb06b.png,1858,ASC-US,anormal,1,665,313,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_344_dbb1bf3a7bced124e9f9012a950eb06b.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img344_cell1858_anormal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1859,Negative for intraepithelial lesion,normal,0,345,128,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img343_cell1859_normal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1860,Negative for intraepithelial lesion,normal,0,1157,139,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img343_cell1860_normal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1861,Negative for intraepithelial lesion,normal,0,1229,115,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img343_cell1861_normal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1862,Negative for intraepithelial lesion,normal,0,1260,115,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img343_cell1862_normal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1863,Negative for intraepithelial lesion,normal,0,849,893,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img343_cell1863_normal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1864,Negative for intraepithelial lesion,normal,0,260,609,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img343_cell1864_normal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1865,Negative for intraepithelial lesion,normal,0,1000,1000,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img343_cell1865_normal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1866,LSIL,anormal,1,703,333,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img343_cell1866_anormal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1867,LSIL,anormal,1,763,455,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img343_cell1867_anormal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1868,LSIL,anormal,1,783,424,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img343_cell1868_anormal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1869,LSIL,anormal,1,648,389,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img343_cell1869_anormal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1870,LSIL,anormal,1,585,402,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img343_cell1870_anormal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1871,LSIL,anormal,1,583,427,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img343_cell1871_anormal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1872,LSIL,anormal,1,648,472,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img343_cell1872_anormal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1873,LSIL,anormal,1,692,501,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img343_cell1873_anormal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1874,LSIL,anormal,1,627,542,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img343_cell1874_anormal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1875,LSIL,anormal,1,647,590,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img343_cell1875_anormal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1876,LSIL,anormal,1,589,514,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img343_cell1876_anormal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1877,LSIL,anormal,1,527,504,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img343_cell1877_anormal.png
343,b31ae3b8ec79bc3999e4165ca22ad373.png,1878,LSIL,anormal,1,493,621,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_343_b31ae3b8ec79bc3999e4165ca22ad373.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img343_cell1878_anormal.png
342,12c15166cc92ff5c3ef75f735704365e.png,1879,LSIL,anormal,1,887,212,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_342_12c15166cc92ff5c3ef75f735704365e.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img342_cell1879_anormal.png
342,12c15166cc92ff5c3ef75f735704365e.png,1880,LSIL,anormal,1,784,456,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_342_12c15166cc92ff5c3ef75f735704365e.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img342_cell1880_anormal.png
342,12c15166cc92ff5c3ef75f735704365e.png,1881,LSIL,anormal,1,712,496,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_342_12c15166cc92ff5c3ef75f735704365e.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img342_cell1881_anormal.png
342,12c15166cc92ff5c3ef75f735704365e.png,1882,LSIL,anormal,1,643,498,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_342_12c15166cc92ff5c3ef75f735704365e.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img342_cell1882_anormal.png
342,12c15166cc92ff5c3ef75f735704365e.png,1883,LSIL,anormal,1,669,543,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_342_12c15166cc92ff5c3ef75f735704365e.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img342_cell1883_anormal.png
342,12c15166cc92ff5c3ef75f735704365e.png,1884,LSIL,anormal,1,585,507,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_342_12c15166cc92ff5c3ef75f735704365e.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img342_cell1884_anormal.png
342,12c15166cc92ff5c3ef75f735704365e.png,1885,LSIL,anormal,1,520,496,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_342_12c15166cc92ff5c3ef75f735704365e.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img342_cell1885_anormal.png
342,12c15166cc92ff5c3ef75f735704365e.png,1886,LSIL,anormal,1,593,436,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_342_12c15166cc92ff5c3ef75f735704365e.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img342_cell1886_anormal.png
342,12c15166cc92ff5c3ef75f735704365e.png,1887,LSIL,anormal,1,368,555,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_342_12c15166cc92ff5c3ef75f735704365e.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img342_cell1887_anormal.png
342,12c15166cc92ff5c3ef75f735704365e.png,1888,Negative for intraepithelial lesion,normal,0,860,162,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_342_12c15166cc92ff5c3ef75f735704365e.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img342_cell1888_normal.png
342,12c15166cc92ff5c3ef75f735704365e.png,1889,Negative for intraepithelial lesion,normal,0,959,77,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_342_12c15166cc92ff5c3ef75f735704365e.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img342_cell1889_normal.png
342,12c15166cc92ff5c3ef75f735704365e.png,1890,Negative for intraepithelial lesion,normal,0,993,18,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_342_12c15166cc92ff5c3ef75f735704365e.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img342_cell1890_normal.png
342,12c15166cc92ff5c3ef75f735704365e.png,1891,Negative for intraepithelial lesion,normal,0,1118,288,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_342_12c15166cc92ff5c3ef75f735704365e.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img342_cell1891_normal.png
342,12c15166cc92ff5c3ef75f735704365e.png,1892,Negative for intraepithelial lesion,normal,0,1224,277,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_342_12c15166cc92ff5c3ef75f735704365e.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img342_cell1892_normal.png
342,12c15166cc92ff5c3ef75f735704365e.png,1893,Negative for intraepithelial lesion,normal,0,622,347,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_342_12c15166cc92ff5c3ef75f735704365e.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img342_cell1893_normal.png
341,7da6d1898a00a92ef361c07b5a304ac2.png,1894,LSIL,anormal,1,812,315,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_341_7da6d1898a00a92ef361c07b5a304ac2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img341_cell1894_anormal.png
341,7da6d1898a00a92ef361c07b5a304ac2.png,1895,LSIL,anormal,1,808,470,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_341_7da6d1898a00a92ef361c07b5a304ac2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img341_cell1895_anormal.png
341,7da6d1898a00a92ef361c07b5a304ac2.png,1896,LSIL,anormal,1,840,408,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_341_7da6d1898a00a92ef361c07b5a304ac2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img341_cell1896_anormal.png
341,7da6d1898a00a92ef361c07b5a304ac2.png,1897,LSIL,anormal,1,857,325,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_341_7da6d1898a00a92ef361c07b5a304ac2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img341_cell1897_anormal.png
341,7da6d1898a00a92ef361c07b5a304ac2.png,1898,LSIL,anormal,1,838,272,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_341_7da6d1898a00a92ef361c07b5a304ac2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img341_cell1898_anormal.png
341,7da6d1898a00a92ef361c07b5a304ac2.png,1899,LSIL,anormal,1,892,223,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_341_7da6d1898a00a92ef361c07b5a304ac2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img341_cell1899_anormal.png
341,7da6d1898a00a92ef361c07b5a304ac2.png,1900,LSIL,anormal,1,927,239,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_341_7da6d1898a00a92ef361c07b5a304ac2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img341_cell1900_anormal.png
341,7da6d1898a00a92ef361c07b5a304ac2.png,1901,LSIL,anormal,1,895,284,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_341_7da6d1898a00a92ef361c07b5a304ac2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img341_cell1901_anormal.png
341,7da6d1898a00a92ef361c07b5a304ac2.png,1902,LSIL,anormal,1,955,327,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_341_7da6d1898a00a92ef361c07b5a304ac2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img341_cell1902_anormal.png
341,7da6d1898a00a92ef361c07b5a304ac2.png,1903,Negative for intraepithelial lesion,normal,0,132,388,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_341_7da6d1898a00a92ef361c07b5a304ac2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img341_cell1903_normal.png
341,7da6d1898a00a92ef361c07b5a304ac2.png,1904,Negative for intraepithelial lesion,normal,0,1255,745,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_341_7da6d1898a00a92ef361c07b5a304ac2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img341_cell1904_normal.png
341,7da6d1898a00a92ef361c07b5a304ac2.png,1905,Negative for intraepithelial lesion,normal,0,1015,762,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_341_7da6d1898a00a92ef361c07b5a304ac2.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\normal\img341_cell1905_normal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1906,ASC-H,anormal,1,548,133,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1906_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1907,ASC-H,anormal,1,527,233,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1907_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1908,ASC-H,anormal,1,615,240,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1908_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1909,ASC-H,anormal,1,612,175,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1909_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1910,ASC-H,anormal,1,667,90,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1910_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1911,ASC-H,anormal,1,707,243,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1911_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1912,ASC-H,anormal,1,777,119,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1912_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1913,ASC-H,anormal,1,809,173,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1913_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1914,ASC-H,anormal,1,879,199,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1914_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1915,ASC-H,anormal,1,840,252,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1915_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1916,ASC-H,anormal,1,762,252,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1916_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1917,ASC-H,anormal,1,823,308,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1917_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1918,ASC-H,anormal,1,842,360,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1918_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1919,ASC-H,anormal,1,884,330,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1919_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1920,ASC-H,anormal,1,958,285,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1920_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1921,ASC-H,anormal,1,1024,270,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1921_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1922,ASC-H,anormal,1,1067,475,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1922_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1923,ASC-H,anormal,1,1148,462,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1923_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1924,ASC-H,anormal,1,912,397,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1924_anormal.png
340,987a233d03cd94cd14e42ac9a2a5ab62.png,1925,ASC-H,anormal,1,775,398,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\cric_cervix\images\cric_image_340_987a233d03cd94cd14e42ac9a2a5ab62.png,C:\Users\jeanc\OneDrive\Área de Trabalho\Pesquisa - Karielly\outputs_binary\crops\anormal\img340_cell1925_anormal.png
